sequence_id,label,reviewed,afp_type,medoid_type1_id,medoid_type2_id,medoid_type3_id,medoid_type4_id,medoid_afgp_id,medoid_type1_score,medoid_type1_identity,medoid_type1_coverage,medoid_type1_gap_rate,medoid_type2_score,medoid_type2_identity,medoid_type2_coverage,medoid_type2_gap_rate,medoid_type3_score,medoid_type3_identity,medoid_type3_coverage,medoid_type3_gap_rate,medoid_type4_score,medoid_type4_identity,medoid_type4_coverage,medoid_type4_gap_rate,medoid_afgp_score,medoid_afgp_identity,medoid_afgp_coverage,medoid_afgp_gap_rate,medoid_top1_type,medoid_top1_identity,medoid_delta_top1_top2_ident,medoid_top1_type_by_score,medoid_delta_top1_top2_score
Q8SGA0,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-135.0,0.5555555555555556,0.22613065326633167,0.0,-108.0,0.5126582278481012,0.3969849246231156,0.0,-145.5,0.6984126984126984,0.15829145728643215,0.0,-118.5,0.5726495726495726,0.29396984924623115,0.0,-280.5,0.3861111111111111,0.9045226130653267,0.0,type3,0.6984126984126984,0.12576312576312576,type2,10.5
Q8SGQ9,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-132.0,0.6091954022988506,0.22193877551020408,0.0,-114.0,0.5877862595419847,0.33418367346938777,0.0,-138.0,0.6984126984126984,0.16071428571428573,0.0,-117.0,0.5371900826446281,0.3086734693877551,0.0,-298.5,0.3792134831460674,0.9081632653061225,0.0,type3,0.6984126984126984,0.08921729611384777,type2,3.0
Q8UW64,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-71.5,0.4,0.4147465437788018,0.0,-53.5,0.48031496062992124,0.5852534562211982,0.0,-67.0,0.5555555555555556,0.2903225806451613,0.0,-56.5,0.5,0.4976958525345622,0.0,-361.0,0.35323383084577115,0.9262672811059908,0.0,type3,0.5555555555555556,0.05555555555555558,type2,3.0
Q8UW80,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-42.5,0.42857142857142855,0.5833333333333334,0.0,-45.5,0.5,0.7708333333333334,0.0,-27.5,0.48,0.5208333333333334,0.0,-45.5,0.5,0.6666666666666666,0.0,-383.0,0.4111111111111111,0.9375,0.0,type2,0.5,0.0,type3,15.0
Q8UW82,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-47.0,0.2631578947368421,0.8444444444444444,0.0,-41.0,0.5064935064935064,0.8555555555555555,0.0,-26.0,0.4444444444444444,0.6,0.0,-35.0,0.4927536231884058,0.7666666666666667,0.0,-384.5,0.32222222222222224,1.0,0.0,type2,0.5064935064935064,0.01373988330510062,type3,9.0
Q8UWA5,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-99.0,0.3956043956043956,0.35,0.0,-63.0,0.5074626865671642,0.5153846153846153,0.0,-79.5,0.6833333333333333,0.23076923076923078,0.0,-69.0,0.5315315315315315,0.4269230769230769,0.0,-339.0,0.3588709677419355,0.9538461538461539,0.0,type3,0.6833333333333333,0.1518018018018018,type2,6.0
Q8WE97,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-137.5,0.6097560975609756,0.20971867007672634,0.0,-116.5,0.55,0.35805626598465473,0.0,-137.5,0.71875,0.1636828644501279,0.0,-115.0,0.5966386554621849,0.30434782608695654,0.0,-287.5,0.35945945945945945,0.9462915601023018,0.0,type3,0.71875,0.1089939024390244,type4,1.5
Q8WFX3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-133.0,0.5529411764705883,0.22427440633245382,0.0,-106.0,0.5234899328859061,0.39313984168865435,0.0,-133.0,0.6825396825396826,0.1662269129287599,0.0,-110.5,0.591304347826087,0.3034300791556728,0.0,-269.5,0.3914285714285714,0.9234828496042217,0.0,type3,0.6825396825396826,0.09123533471359557,type2,4.5
Q90225,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-58.5,0.35064935064935066,0.5620437956204379,0.0,-51.0,0.5617977528089888,0.6496350364963503,0.0,-37.5,0.5344827586206896,0.4233576642335766,0.0,-43.5,0.5,0.5985401459854015,0.0,-357.0,0.4117647058823529,0.9927007299270073,0.0,type2,0.5617977528089888,0.02731499418829919,type3,6.0
Q90243,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-708.5,0.967032967032967,0.05426356589147287,0.0,-657.5,0.8209876543209876,0.09660107334525939,0.0,-744.5,0.9375,0.0381633870005963,0.0,-675.5,0.8790322580645161,0.07394156231365534,0.0,-494.0,0.4594222833562586,0.43351222420989866,0.0,type1,0.967032967032967,0.02953296703296704,afgp,163.5
Q90257,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-104.0,0.4642857142857143,0.3111111111111111,0.0,-75.5,0.42105263157894735,0.562962962962963,0.0,-78.5,0.6507936507936508,0.23333333333333334,0.0,-71.0,0.5523809523809524,0.3888888888888889,0.0,-351.5,0.3157894736842105,0.9851851851851852,0.0,type3,0.6507936507936508,0.0984126984126984,type4,4.5
Q90303,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-174.0,0.5795454545454546,0.18843683083511778,0.0,-150.0,0.4720496894409938,0.34475374732334046,0.0,-181.5,0.7213114754098361,0.13062098501070663,0.0,-130.5,0.65,0.2569593147751606,0.0,-378.0,0.28501228501228504,0.8715203426124197,0.0,type3,0.7213114754098361,0.07131147540983607,type4,19.5
Q90305,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-40.5,0.40540540540540543,0.5648854961832062,0.0,-60.0,0.4606741573033708,0.6793893129770993,0.0,-43.5,0.41935483870967744,0.4732824427480916,0.0,-45.0,0.5066666666666667,0.5725190839694656,0.0,-343.5,0.5,0.9618320610687023,0.0,type4,0.5066666666666667,0.00666666666666671,type1,3.0
Q90308,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-176.0,0.4943820224719101,0.19910514541387025,0.0,-137.0,0.5540540540540541,0.33109619686800895,0.0,-170.0,0.7377049180327869,0.13646532438478748,0.0,-143.0,0.6153846153846154,0.232662192393736,0.0,-348.5,0.2982885085574572,0.9149888143176734,0.0,type3,0.7377049180327869,0.12232030264817151,type2,6.0
Q90309,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-102.5,0.5747126436781609,0.25892857142857145,0.0,-86.0,0.5813953488372093,0.38392857142857145,0.0,-110.0,0.671875,0.19047619047619047,0.0,-83.0,0.6203703703703703,0.32142857142857145,0.0,-314.0,0.3659305993690852,0.9434523809523809,0.0,type3,0.671875,0.05150462962962965,type4,3.0
Q90322,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-84.5,0.5238095238095238,0.3111111111111111,0.0,-81.5,0.48031496062992124,0.4703703703703704,0.0,-92.0,0.546875,0.23703703703703705,0.0,-71.0,0.5315315315315315,0.4111111111111111,0.0,-339.5,0.3686274509803922,0.9444444444444444,0.0,type3,0.546875,0.015343468468468457,type4,10.5
Q90325,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-64.5,0.3103448275862069,0.5403726708074534,0.0,-49.5,0.47115384615384615,0.6459627329192547,0.0,-46.5,0.5081967213114754,0.37888198757763975,0.0,-54.0,0.4827586206896552,0.5403726708074534,0.0,-360.0,0.3660130718954248,0.9503105590062112,0.0,type3,0.5081967213114754,0.025438100621820225,type3,3.0
Q90334,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-140.0,0.5529411764705883,0.21794871794871795,0.0,-110.0,0.5454545454545454,0.36666666666666664,0.0,-141.5,0.671875,0.1641025641025641,0.0,-107.0,0.6086956521739131,0.2948717948717949,0.0,-344.0,0.36253776435045315,0.8487179487179487,0.0,type3,0.671875,0.06317934782608692,type4,3.0
Q90352,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-168.0,0.5227272727272727,0.20276497695852536,0.0,-123.0,0.5225806451612903,0.35714285714285715,0.0,-163.5,0.7096774193548387,0.14285714285714285,0.0,-139.5,0.5537190082644629,0.27880184331797236,0.0,-366.0,0.31413612565445026,0.880184331797235,0.0,type3,0.7096774193548387,0.1559584110903759,type2,16.5
Q90421,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-144.0,0.5604395604395604,0.228643216080402,0.0,-100.5,0.5695364238410596,0.3793969849246231,0.0,-150.0,0.671875,0.16080402010050251,0.0,-124.5,0.5491803278688525,0.3065326633165829,0.0,-349.5,0.3231197771587744,0.9020100502512562,0.0,type3,0.671875,0.10233857615894038,type2,24.0
Q90456,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-94.5,0.4725274725274725,0.3170731707317073,0.0,-75.0,0.48299319727891155,0.5121951219512195,0.0,-96.0,0.65,0.20905923344947736,0.0,-84.0,0.5181818181818182,0.3832752613240418,0.0,-312.0,0.38661710037174724,0.9372822299651568,0.0,type3,0.65,0.13181818181818183,type2,9.0
Q90469,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-120.0,0.4666666666666667,0.2710843373493976,0.0,-97.5,0.5,0.42168674698795183,0.0,-111.0,0.703125,0.1927710843373494,0.0,-85.5,0.5655737704918032,0.3674698795180723,0.0,-318.0,0.35646687697160884,0.9548192771084337,0.0,type3,0.703125,0.13755122950819676,type4,12.0
Q90470,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-102.5,0.5,0.2898550724637681,0.0,-81.5,0.4507042253521127,0.5144927536231884,0.0,-98.0,0.6190476190476191,0.22826086956521738,0.0,-83.0,0.5,0.38405797101449274,0.0,-362.0,0.33079847908745247,0.9528985507246377,0.0,type3,0.6190476190476191,0.11904761904761907,type2,1.5
Q90471,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-98.5,0.45,0.3053435114503817,0.0,-76.0,0.4642857142857143,0.5343511450381679,0.0,-89.5,0.5901639344262295,0.23282442748091603,0.0,-67.0,0.47413793103448276,0.44274809160305345,0.0,-352.0,0.3651452282157676,0.9198473282442748,0.0,type3,0.5901639344262295,0.11602600339174673,type4,9.0
Q90479,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-84.5,0.4125,0.37037037037037035,0.0,-63.5,0.48760330578512395,0.5601851851851852,0.0,-62.0,0.6101694915254238,0.27314814814814814,0.0,-66.5,0.4392523364485981,0.49537037037037035,0.0,-359.0,0.3829787234042553,0.8703703703703703,0.0,type3,0.6101694915254238,0.12256618574029982,type3,1.5
Q90508,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-716.0,0.945054945054945,0.0534037558685446,0.0,-675.5,0.803680981595092,0.09565727699530517,0.0,-761.0,0.90625,0.03755868544600939,0.0,-681.5,0.8951612903225806,0.07276995305164319,0.0,-500.0,0.4546684709066306,0.4336854460093897,0.0,type1,0.945054945054945,0.03880494505494503,afgp,175.5
Q90511,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-113.5,0.5777777777777777,0.2535211267605634,0.0,-101.5,0.5,0.4056338028169014,0.0,-128.5,0.65625,0.18028169014084508,0.0,-89.5,0.576271186440678,0.3323943661971831,0.0,-302.5,0.36716417910447763,0.9436619718309859,0.0,type3,0.65625,0.07847222222222228,type4,12.0
Q90515,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-80.0,0.3707865168539326,0.41784037558685444,0.0,-77.0,0.47413793103448276,0.5446009389671361,0.0,-72.5,0.5666666666666667,0.28169014084507044,0.0,-56.0,0.51,0.4694835680751174,0.0,-341.0,0.38578680203045684,0.9248826291079812,0.0,type3,0.5666666666666667,0.05666666666666664,type4,16.5
Q90VZ3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-63.5,0.43529411764705883,0.4358974358974359,0.0,-50.0,0.5,0.6153846153846154,0.0,-59.0,0.6065573770491803,0.3128205128205128,0.0,-50.0,0.5,0.5128205128205128,0.0,-369.5,0.3020833333333333,0.9846153846153847,0.0,type3,0.6065573770491803,0.10655737704918034,type2,0.0
Q90W33,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-226.5,0.5454545454545454,0.15714285714285714,0.0,-175.5,0.5723270440251572,0.2839285714285714,0.0,-216.0,0.7619047619047619,0.1125,0.0,-177.0,0.6776859504132231,0.21607142857142858,0.0,-367.5,0.34541062801932365,0.7392857142857143,0.0,type3,0.7619047619047619,0.08421881149153876,type2,1.5
Q90W95,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-47.0,0.484375,0.43537414965986393,0.0,-59.0,0.46938775510204084,0.6666666666666666,0.0,-47.0,0.4909090909090909,0.3741496598639456,0.0,-44.0,0.45652173913043476,0.6258503401360545,0.0,-359.0,0.3931034482758621,0.9863945578231292,0.0,type3,0.4909090909090909,0.006534090909090906,type4,3.0
Q90X38,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-205.5,0.5333333333333333,0.17786561264822134,0.0,-160.5,0.5655172413793104,0.2865612648221344,0.0,-189.0,0.8095238095238095,0.12450592885375494,0.0,-162.0,0.5806451612903226,0.2450592885375494,0.0,-418.5,0.2624113475177305,0.8359683794466403,0.0,type3,0.8095238095238095,0.22887864823348691,type2,1.5
Q90X48,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-160.5,0.5977011494252874,0.19772727272727272,0.0,-136.5,0.5364238410596026,0.3431818181818182,0.0,-168.0,0.6875,0.14545454545454545,0.0,-132.0,0.5785123966942148,0.275,0.0,-331.5,0.3421750663129973,0.8568181818181818,0.0,type3,0.6875,0.0897988505747126,type4,4.5
Q90X49,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-354.5,0.7191011235955056,0.10265282583621683,0.0,-309.5,0.6273291925465838,0.18569780853517878,0.0,-360.5,0.875,0.07381776239907728,0.0,-309.5,0.7479674796747967,0.14186851211072665,0.0,-402.5,0.35611510791366907,0.6412918108419838,0.0,type3,0.875,0.1270325203252033,type2,0.0
Q90X85,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-222.0,0.6593406593406593,0.15502555366269166,0.0,-174.0,0.6363636363636364,0.262350936967632,0.0,-235.5,0.6875,0.10902896081771721,0.0,-187.5,0.6451612903225806,0.21124361158432708,0.0,-393.0,0.2800829875518672,0.8211243611584327,0.0,type3,0.6875,0.02815934065934067,type2,13.5
Q90X99,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-63.0,0.3953488372093023,0.44329896907216493,0.0,-43.5,0.4959349593495935,0.634020618556701,0.0,-60.0,0.6,0.30927835051546393,0.0,-58.5,0.4888888888888889,0.4639175257731959,0.0,-364.5,0.32978723404255317,0.9690721649484536,0.0,type3,0.6,0.1040650406504065,type2,15.0
Q90XN9,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-82.5,0.5465116279069767,0.296551724137931,0.0,-87.0,0.460431654676259,0.4793103448275862,0.0,-103.5,0.6065573770491803,0.2103448275862069,0.0,-76.5,0.5909090909090909,0.3793103448275862,0.0,-336.0,0.3763837638376384,0.9344827586206896,0.0,type3,0.6065573770491803,0.015648286140089396,type4,6.0
Q90XP0,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-86.0,0.5222222222222223,0.297029702970297,0.0,-90.5,0.46099290780141844,0.46534653465346537,0.0,-116.0,0.6065573770491803,0.20132013201320131,0.0,-74.0,0.6090909090909091,0.36303630363036304,0.0,-318.5,0.3715277777777778,0.9504950495049505,0.0,type4,0.6090909090909091,0.002533532041728792,type4,12.0
Q90YI3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-226.5,0.6790123456790124,0.13728813559322034,0.0,-163.5,0.6329113924050633,0.2677966101694915,0.0,-231.0,0.78125,0.10847457627118644,0.0,-181.5,0.7333333333333333,0.2033898305084746,0.0,-348.0,0.3141683778234086,0.8254237288135593,0.0,type3,0.78125,0.04791666666666672,type2,18.0
Q90YL3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-227.5,0.6404494382022472,0.15110356536502548,0.0,-181.0,0.6064516129032258,0.2631578947368421,0.0,-232.0,0.75,0.10865874363327674,0.0,-190.0,0.6974789915966386,0.20203735144312393,0.0,-332.5,0.29770992366412213,0.8896434634974533,0.0,type3,0.75,0.05252100840336138,type2,9.0
Q90YM8,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-525.0,0.8571428571428571,0.07262569832402235,0.0,-468.0,0.7668711656441718,0.1300877893056664,0.0,-544.5,0.953125,0.05107741420590583,0.0,-477.0,0.8467741935483871,0.09896249002394254,0.0,-531.0,0.32132564841498557,0.5538707102952913,0.0,type3,0.953125,0.0959821428571429,type2,9.0
Q90YR8,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-80.0,0.45555555555555555,0.3614457831325301,0.0,-69.5,0.4961832061068702,0.5261044176706827,0.0,-77.0,0.6610169491525424,0.23694779116465864,0.0,-63.5,0.625,0.3855421686746988,0.0,-362.0,0.3482142857142857,0.8995983935742972,0.0,type3,0.6610169491525424,0.03601694915254239,type4,6.0
Q90YS3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-89.5,0.45054945054945056,0.3285198555956679,0.0,-70.0,0.5193798449612403,0.4657039711191336,0.0,-89.5,0.6290322580645161,0.22382671480144403,0.0,-82.0,0.514018691588785,0.3862815884476534,0.0,-326.5,0.37254901960784315,0.9205776173285198,0.0,type3,0.6290322580645161,0.10965241310327578,type2,12.0
Q90YX1,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-79.5,0.6222222222222222,0.28391167192429023,0.0,-81.0,0.5390070921985816,0.444794952681388,0.0,-106.5,0.746031746031746,0.19873817034700317,0.0,-85.5,0.5333333333333333,0.3785488958990536,0.0,-312.0,0.38926174496644295,0.9400630914826499,0.0,type3,0.746031746031746,0.12380952380952381,type1,1.5
Q90Z10,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-50.5,0.5,0.41706161137440756,0.0,-68.5,0.45161290322580644,0.5876777251184834,0.0,-65.5,0.546875,0.3033175355450237,0.0,-58.0,0.4811320754716981,0.5023696682464455,0.0,-331.0,0.37142857142857144,0.995260663507109,0.0,type3,0.546875,0.046875,type1,7.5
Q90ZB9,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-108.5,0.4418604651162791,0.2925170068027211,0.0,-72.5,0.5251798561151079,0.47278911564625853,0.0,-98.0,0.6721311475409836,0.20748299319727892,0.0,-81.5,0.5299145299145299,0.3979591836734694,0.0,-351.5,0.3418181818181818,0.935374149659864,0.0,type3,0.6721311475409836,0.14221661762645366,type2,9.0
Q90ZL2,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-141.5,0.5494505494505495,0.22469135802469137,0.0,-102.5,0.5503355704697986,0.36790123456790125,0.0,-149.0,0.703125,0.1580246913580247,0.0,-119.0,0.6454545454545455,0.2716049382716049,0.0,-351.5,0.3070652173913043,0.908641975308642,0.0,type3,0.703125,0.0576704545454545,type2,16.5
Q90ZY6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-300.5,0.6813186813186813,0.12037037037037036,0.0,-263.0,0.6024844720496895,0.21296296296296297,0.0,-311.0,0.78125,0.08465608465608465,0.0,-254.0,0.7479674796747967,0.1626984126984127,0.0,-426.5,0.3056092843326886,0.6838624338624338,0.0,type3,0.78125,0.03328252032520329,type4,9.0
Q91081,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-161.0,0.5274725274725275,0.21064814814814814,0.0,-125.0,0.5273972602739726,0.33796296296296297,0.0,-153.5,0.78125,0.14814814814814814,0.0,-128.0,0.5645161290322581,0.28703703703703703,0.0,-330.5,0.31909547738693467,0.9212962962962963,0.0,type3,0.78125,0.21673387096774188,type2,3.0
Q91120,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-57.5,0.40350877192982454,0.475,0.0,-41.0,0.4380952380952381,0.875,0.0,-30.5,0.4426229508196721,0.5083333333333333,0.0,-32.0,0.47126436781609193,0.725,0.0,-374.0,0.35,1.0,0.0,type4,0.47126436781609193,0.02864141699641981,type3,1.5
Q91121,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-55.0,0.45901639344262296,0.43884892086330934,0.0,-47.5,0.43243243243243246,0.7985611510791367,0.0,-31.0,0.5079365079365079,0.45323741007194246,0.0,-46.0,0.43478260869565216,0.6618705035971223,0.0,-353.5,0.4316546762589928,1.0,0.0,type3,0.5079365079365079,0.04892011449388495,type3,15.0
Q91167,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-63.5,0.3253012048192771,0.532051282051282,0.0,-41.0,0.5,0.7051282051282052,0.0,-50.0,0.5087719298245614,0.36538461538461536,0.0,-53.0,0.47058823529411764,0.5448717948717948,0.0,-372.5,0.33112582781456956,0.967948717948718,0.0,type3,0.5087719298245614,0.00877192982456143,type2,9.0
Q91169,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-129.0,0.5054945054945055,0.2493150684931507,0.0,-100.5,0.5033557046979866,0.40821917808219177,0.0,-132.0,0.6666666666666666,0.1726027397260274,0.0,-96.0,0.5964912280701754,0.31232876712328766,0.0,-318.0,0.3761755485893417,0.873972602739726,0.0,type3,0.6666666666666666,0.07017543859649122,type4,4.5
Q91175,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-165.0,0.6333333333333333,0.19148936170212766,0.0,-135.0,0.6040268456375839,0.3170212765957447,0.0,-177.0,0.7301587301587301,0.13404255319148936,0.0,-156.0,0.5789473684210527,0.2425531914893617,0.0,-336.0,0.3542713567839196,0.8468085106382979,0.0,type3,0.7301587301587301,0.09682539682539681,type2,21.0
Q91189,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-58.0,0.5142857142857142,0.39325842696629215,0.0,-43.0,0.4409448818897638,0.7134831460674157,0.0,-56.5,0.49206349206349204,0.3539325842696629,0.0,-32.5,0.5955056179775281,0.5,0.0,-371.5,0.32571428571428573,0.9831460674157303,0.0,type4,0.5955056179775281,0.08121990369181387,type4,10.5
Q91191,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-67.5,0.4567901234567901,0.405,0.0,-55.5,0.5398230088495575,0.565,0.0,-58.5,0.5737704918032787,0.305,0.0,-54.0,0.48148148148148145,0.54,0.0,-345.0,0.4,0.925,0.0,type3,0.5737704918032787,0.033947482953721186,type4,1.5
Q91194,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-47.5,0.3424657534246575,0.6347826086956522,0.0,-46.0,0.4827586206896552,0.7565217391304347,0.0,-35.5,0.5,0.41739130434782606,0.0,-28.0,0.47619047619047616,0.7304347826086957,0.0,-353.5,0.4336283185840708,0.9826086956521739,0.0,type3,0.5,0.017241379310344807,type4,7.5
Q91205,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-102.5,0.46835443037974683,0.286231884057971,0.0,-75.5,0.5373134328358209,0.4855072463768116,0.0,-101.0,0.5892857142857143,0.2028985507246377,0.0,-87.5,0.49074074074074076,0.391304347826087,0.0,-345.5,0.3568627450980392,0.9239130434782609,0.0,type3,0.5892857142857143,0.05197228144989341,type2,12.0
Q91206,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-94.5,0.45348837209302323,0.31272727272727274,0.0,-79.5,0.5416666666666666,0.43636363636363634,0.0,-96.0,0.6129032258064516,0.22545454545454546,0.0,-76.5,0.5377358490566038,0.38545454545454544,0.0,-351.0,0.3531746031746032,0.9163636363636364,0.0,type3,0.6129032258064516,0.071236559139785,type4,3.0
Q91398,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-79.5,0.4235294117647059,0.3953488372093023,0.0,-64.5,0.5258620689655172,0.5395348837209303,0.0,-64.5,0.6065573770491803,0.2837209302325581,0.0,-60.0,0.5473684210526316,0.4418604651162791,0.0,-358.5,0.4020618556701031,0.9023255813953488,0.0,type3,0.6065573770491803,0.05918895599654872,type4,4.5
Q91483,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-23.0,0.5254237288135594,0.5462962962962963,0.0,-45.5,0.5512820512820513,0.7222222222222222,0.0,-39.5,0.38596491228070173,0.5277777777777778,0.0,-21.5,0.45555555555555555,0.8333333333333334,0.0,-336.5,0.46296296296296297,1.0,0.0,type2,0.5512820512820513,0.025858322468491957,type4,1.5
Q92005,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-153.5,0.6179775280898876,0.19264069264069264,0.0,-137.0,0.5586206896551724,0.31385281385281383,0.0,-165.5,0.7903225806451613,0.1341991341991342,0.0,-128.0,0.6260162601626016,0.2662337662337662,0.0,-326.0,0.32524271844660196,0.8917748917748918,0.0,type3,0.7903225806451613,0.16430632048255966,type4,9.0
Q92038,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-108.5,0.5280898876404494,0.27217125382262997,0.0,-93.5,0.46308724832214765,0.45565749235474007,0.0,-125.0,0.53125,0.19571865443425077,0.0,-96.5,0.543859649122807,0.3486238532110092,0.0,-324.5,0.3474025974025974,0.9418960244648318,0.0,type4,0.543859649122807,0.012609649122807043,type2,3.0
Q92039,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-196.5,0.5604395604395604,0.1746641074856046,0.0,-150.0,0.5796178343949044,0.30134357005758156,0.0,-186.0,0.8571428571428571,0.12092130518234165,0.0,-163.5,0.6752136752136753,0.22456813819577734,0.0,-354.0,0.34405940594059403,0.7754318618042226,0.0,type3,0.8571428571428571,0.18192918192918184,type2,13.5
Q92079,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-228.5,0.7692307692307693,0.14174454828660435,0.0,-197.0,0.6211180124223602,0.2507788161993769,0.0,-246.5,0.8225806451612904,0.09657320872274143,0.0,-219.5,0.6363636363636364,0.18847352024922118,0.0,-324.5,0.3295238095238095,0.8177570093457944,0.0,type3,0.8225806451612904,0.053349875930521096,type2,22.5
Q92087,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-198.0,0.5604395604395604,0.17567567567567569,0.0,-156.0,0.581081081081081,0.2857142857142857,0.0,-189.0,0.8688524590163934,0.11776061776061776,0.0,-156.0,0.6554621848739496,0.22972972972972974,0.0,-352.5,0.3325242718446602,0.7953667953667953,0.0,type3,0.8688524590163934,0.21339027414244383,type2,0.0
Q92089,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-182.0,0.6153846153846154,0.18163672654690619,0.0,-149.0,0.515527950310559,0.3213572854291417,0.0,-191.0,0.734375,0.1277445109780439,0.0,-152.0,0.6178861788617886,0.24550898203592814,0.0,-351.5,0.2909090909090909,0.8782435129740519,0.0,type3,0.734375,0.11648882113821135,type2,3.0
Q92095,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-204.0,0.5795454545454546,0.1689059500959693,0.0,-147.0,0.6193548387096774,0.29750479846449135,0.0,-195.0,0.765625,0.12284069097888675,0.0,-169.5,0.6902654867256637,0.21689059500959693,0.0,-358.5,0.3187066974595843,0.8310940499040307,0.0,type3,0.765625,0.07535951327433632,type2,22.5
